Date,Symbol,Series,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Month,Year,VWAP,Day_Perc_Change,Trend,30 Day STD,Middle_band,Upper_band,Lower_band
2017-08-22,RBLBANK,EQ,506.8,508.8,513.7,500.0,501.5,501.65,505.9,1007123,509500612.55,19477,344983,34.25,8,2017,525.1916344674224,-1.0161799526440474,Negative,15.125905584025519,516.9224999999999,547.174311168051,486.67068883194884
2017-08-23,RBLBANK,EQ,501.65,506.0,512.85,504.0,508.6,509.15,508.81,609202,309965374.05,9075,184800,30.33,8,2017,525.0969804222095,1.4950662812718063,Positive,14.937215093077244,515.925,545.7994301861545,486.05056981384547
2017-08-24,RBLBANK,EQ,509.15,508.45,514.8,506.35,510.7,510.2,510.59,786616,401641372.5,16626,255435,32.47,8,2017,524.9843400797139,0.20622606304625532,Slight or no change,14.694327584408471,515.02,544.408655168817,485.631344831183
2017-08-28,RBLBANK,EQ,510.2,513.0,519.4,507.4,515.6,511.0,514.03,1302075,669309174.1,17550,467714,35.92,8,2017,524.8114743195891,0.1568012544100439,Slight or no change,13.658230601286109,513.66,540.9764612025722,486.34353879742775
2017-08-29,RBLBANK,EQ,511.0,506.0,541.5,506.0,532.0,531.55,531.65,12629633,6714552445.0,106731,5258193,41.63,8,2017,525.5329257580728,4.0215264187866815,Among top gainers,13.439543969394073,513.5149999999999,540.3940879387881,486.63591206121174
2017-08-30,RBLBANK,EQ,531.55,537.5,542.5,528.8,536.0,537.55,535.64,5238763,2806085208.4,41976,2995296,57.18,8,2017,526.0439105589401,1.128774339196692,Positive,13.684738906803508,513.6549999999999,541.0244778136068,486.2855221863928
2017-08-31,RBLBANK,EQ,537.55,538.0,546.8,532.55,544.0,544.6,540.94,5131679,2775933413.25,40524,2959474,57.67,8,2017,526.7859100537963,1.3115059064273238,Positive,14.909691964413518,514.3624999999998,544.1818839288269,484.5431160711728
2017-09-01,RBLBANK,EQ,544.6,544.0,548.5,531.95,535.6,535.35,541.84,2021850,1095526540.8,23411,982125,48.58,9,2017,526.9187409297921,-1.6984943077488102,Negative,15.374308713599627,514.7599999999999,545.5086174271992,484.01138257280064
2017-09-04,RBLBANK,EQ,535.35,535.6,539.7,525.25,533.5,534.05,532.33,1234312,657066794.35,18053,350068,28.36,9,2017,526.9856318483228,-0.24283179228543614,Slight or no change,15.964548718629224,515.5949999999998,547.5240974372582,483.66590256274134
2017-09-05,RBLBANK,EQ,534.05,536.85,543.5,535.1,536.2,537.35,539.38,1103951,595449409.45,26015,419085,37.96,9,2017,527.0718582758911,0.6179196704428458,Slight positive,16.68688107466496,516.7099999999998,550.0837621493297,483.3362378506699
2017-09-06,RBLBANK,EQ,537.35,533.35,542.95,533.0,539.25,539.6,539.95,1818960,982150554.2,29826,1089138,59.88,9,2017,527.2412704986311,0.4187215036754344,Slight or no change,17.451785272875018,517.7174999999999,552.62107054575,482.81392945424983
2017-09-07,RBLBANK,EQ,539.6,542.0,542.9,529.75,532.85,533.15,535.19,1958539,1048181513.05,22816,1115188,56.94,9,2017,527.3260680766044,-1.1953298739807328,Negative,17.72165713411017,518.7849999999999,554.2283142682202,483.34168573177953
2017-09-08,RBLBANK,EQ,533.15,535.0,539.0,531.7,535.9,537.0,535.12,1036368,554585410.2,9770,625815,60.39,9,2017,527.3989783220642,0.722123229860272,Slight positive,17.401992475152724,520.7749999999999,555.5789849503053,485.9710150496944
2017-09-11,RBLBANK,EQ,537.0,539.0,543.4,532.95,536.0,535.75,540.37,1777508,960512354.75,27109,1005269,56.55,9,2017,527.505550723759,-0.2327746741154546,Slight or no change,16.13963656409461,523.0449999999998,555.324273128189,490.7657268718106
2017-09-12,RBLBANK,EQ,535.75,537.0,541.7,536.0,540.0,539.9,539.72,1150877,621149867.65,18951,694887,60.38,9,2017,527.6071231948306,0.7746150256649598,Slight positive,14.578494435297698,525.5249999999999,554.6819888705952,496.36801112940447
2017-09-13,RBLBANK,EQ,539.9,540.0,544.4,530.6,535.1,534.0,539.45,1696380,915119286.9,19811,819523,48.31,9,2017,527.6834232399021,-1.092794962029997,Negative,13.124483699118436,527.3374999999999,553.5864673982368,501.088532601763
2017-09-14,RBLBANK,EQ,534.0,535.5,539.4,530.55,531.75,531.7,533.65,951570,507801074.25,9018,492489,51.76,9,2017,527.7101351070946,-0.430711610486878,Slight or no change,13.132848280071338,527.7274999999998,553.9931965601426,501.4618034398572
2017-09-15,RBLBANK,EQ,531.7,530.0,534.7,525.15,530.0,532.0,530.35,1309136,694300790.8,21771,736479,56.26,9,2017,527.7490289048628,0.05642279480908562,Slight or no change,12.912126083647253,528.4799999999998,554.3042521672943,502.6557478327053
2017-09-18,RBLBANK,EQ,532.0,532.75,540.25,532.75,535.75,537.45,537.81,897683,482786145.5,14547,472328,52.62,9,2017,527.8089663971716,1.0244360902255778,Positive,13.061560719188813,528.9899999999999,555.1131214383776,502.8668785616223
2017-09-19,RBLBANK,EQ,537.45,537.5,539.0,534.0,534.75,535.1,535.85,407337,218270506.25,6568,175629,43.12,9,2017,527.8293503046096,-0.4372499767420268,Slight or no change,12.022729570101474,530.405,554.450459140203,506.35954085979705
2017-09-20,RBLBANK,EQ,535.1,535.0,536.8,529.0,529.9,530.85,531.86,614057,326593558.5,7983,295595,48.14,9,2017,527.8420276116829,-0.7942440665296258,Slight negative,9.939529005043822,531.865,551.7440580100877,511.98594198991236
2017-09-21,RBLBANK,EQ,530.85,530.1,535.5,523.45,534.65,533.2,529.82,1276036,676073902.2,14795,604965,47.41,9,2017,527.888352050852,0.4426862578883029,Slight or no change,8.379113679419387,533.0675,549.8257273588388,516.3092726411612
2017-09-22,RBLBANK,EQ,533.2,531.95,531.95,515.25,518.0,517.15,522.02,1040179,542991075.7,14058,420911,40.47,9,2017,527.8131997299047,-3.010127531882978,Among top losers,7.476315233702067,533.415,548.3676304674041,518.4623695325959
2017-09-25,RBLBANK,EQ,517.15,510.25,517.5,497.0,510.0,511.65,507.22,1403714,711996622.85,24790,462461,32.95,9,2017,527.6619758985237,-1.063521222082564,Negative,7.3744665284309745,533.4475,548.1964330568619,518.6985669431381
2017-09-26,RBLBANK,EQ,511.65,516.95,517.0,505.35,509.6,510.25,509.59,894886,456027364.95,17453,408264,45.62,9,2017,527.5587360555584,-0.2736245480308708,Slight or no change,9.017851812698597,532.3824999999999,550.4182036253972,514.3467963746027
2017-09-27,RBLBANK,EQ,510.25,517.6,517.6,498.75,500.95,500.9,507.33,1335998,677790138.75,15795,816662,61.13,9,2017,527.3248256709792,-1.8324350808427317,Negative,11.33786158246608,530.55,553.2257231649321,507.8742768350678
2017-09-28,RBLBANK,EQ,500.9,503.1,511.9,496.65,501.0,503.45,504.3,2160072,1089325215.35,33858,1364856,63.19,9,2017,526.9908654098767,0.5090836494310302,Slight positive,12.343198372084707,528.4925000000001,553.1788967441695,503.80610325583064
